inventory_id,dealer_id,product_id,stock_level,reorder_threshold,last_restock_date,last_sold_date,location,daily_consumption_rate,avg_monthly_demand,supplier_lead_time,order_quantity,days_since_restock,days_since_last_sold,safety_stock_level,historical_sales,stock_reorder_flag,stock_value
184,385,1056,495,86,2025-01-28 06:08:32.793704,2025-02-10 06:08:32.868431,Warehouse B,2.12,63,29,127,25,12,92,3791,0,32709.51
185,430,9022,291,63,2025-01-24 06:08:32.793710,2025-02-05 06:08:32.868440,Warehouse B,4.22,126,5,166,29,17,31,4394,0,18771.3
186,227,2875,388,80,2025-01-22 06:08:32.793716,2025-01-10 06:08:32.868449,Warehouse A,1.17,35,7,196,31,43,12,4793,0,37208.54
187,447,5543,63,78,2025-02-20 06:08:32.793721,2025-01-01 06:08:32.868458,Store X,4.58,137,15,90,2,52,103,4928,1,4563.08
188,330,5298,262,38,2025-02-10 06:08:32.793726,2025-02-01 06:08:32.868466,Warehouse A,1.86,55,24,112,12,21,66,3550,0,9197.92
189,289,4768,453,81,2025-02-17 06:08:32.793732,2025-02-19 06:08:32.868475,Store X,1.19,35,12,183,5,3,21,4174,0,37215.43
190,324,6752,119,17,2024-12-23 06:08:32.793737,2024-12-25 06:08:32.868484,Store Y,4.36,130,5,149,61,59,32,3058,0,5475.42
191,484,5833,277,63,2024-12-28 06:08:32.793742,2025-01-31 06:08:32.868493,Store Y,1.58,47,23,166,56,22,54,4855,0,2974.9
192,476,2353,201,16,2024-12-06 06:08:32.793747,2025-02-16 06:08:32.868502,Store X,4.3,129,18,87,78,6,116,3005,0,13394.5
193,382,5987,45,92,2024-12-13 06:08:32.793752,2025-01-10 06:08:32.868510,Warehouse A,1.83,54,22,58,71,43,60,1262,1,1859.15
194,220,7597,167,32,2025-01-16 06:08:32.793758,2024-12-30 06:08:32.868519,Store X,4.7,141,10,177,37,54,70,3668,0,15594.7
195,215,5311,444,41,2025-01-17 06:08:32.793763,2025-02-12 06:08:32.868528,Warehouse B,1.49,44,13,52,36,10,29,3671,0,16636.09
196,332,3934,109,71,2024-12-10 06:08:32.793768,2025-01-15 06:08:32.868537,Warehouse A,0.81,24,13,112,74,38,15,2451,0,1011.15
197,358,1022,45,54,2025-01-24 06:08:32.793773,2024-12-27 06:08:32.868546,Store X,4.71,141,19,96,29,57,134,3940,1,4272.51
198,458,2209,211,77,2024-12-04 06:08:32.793779,2024-12-26 06:08:32.868555,Warehouse B,1.25,37,9,16,80,58,16,4026,0,17740.16
199,297,9940,27,39,2025-01-15 06:08:32.793784,2025-01-12 06:08:32.868563,Distribution Hub,4.75,142,23,149,38,41,163,416,1,2647.03
200,236,1804,86,48,2024-11-29 06:08:32.793789,2025-01-13 06:08:32.868573,Warehouse B,4.21,126,28,22,85,40,176,682,0,1908.85
201,417,9325,290,14,2025-01-12 06:08:32.793795,2025-01-20 06:08:32.868582,Store X,0.87,26,13,198,41,33,16,2181,0,2034.5
202,264,5416,384,76,2025-01-20 06:08:32.793800,2025-02-18 06:08:32.868594,Warehouse A,2.5,75,13,136,33,4,48,3879,0,36616.1
203,324,9625,156,31,2024-12-03 06:08:32.793806,2025-01-12 06:08:32.868611,Warehouse A,0.83,24,21,184,81,41,26,1517,0,11781.22
204,406,6141,264,37,2025-02-09 06:08:32.793812,2025-01-29 06:08:32.868619,Store Y,1.98,59,19,156,13,24,56,589,0,22814.1
205,333,5968,264,31,2025-02-16 06:08:32.793817,2025-01-26 06:08:32.868628,Store X,2.08,62,25,140,6,27,78,2892,0,1419.25
206,271,4671,21,95,2024-12-18 06:08:32.793822,2025-02-09 06:08:32.868637,Warehouse B,3.2,96,14,116,66,13,67,2878,1,1415.78
207,251,8292,255,38,2025-02-14 06:08:32.793827,2025-01-27 06:08:32.868646,Warehouse B,4.89,146,13,129,8,26,95,4650,0,18507.39
208,414,8001,190,52,2024-12-20 06:08:32.793832,2025-02-07 06:08:32.868655,Store X,1.26,37,23,177,64,15,43,504,0,7149.51
209,473,3098,449,51,2025-02-13 06:08:32.793838,2025-01-27 06:08:32.868663,Warehouse B,1.98,59,11,21,9,26,32,2014,0,22439.2
210,259,9444,463,69,2025-01-30 06:08:32.793843,2025-02-21 06:08:32.868672,Distribution Hub,3.14,94,29,168,23,1,136,4907,0,8158.65
211,195,6061,231,86,2024-12-13 06:08:32.793848,2025-02-04 06:08:32.868681,Store Y,1.27,38,17,137,71,18,32,4693,0,2910.85
212,332,4264,185,80,2025-02-01 06:08:32.793853,2025-01-31 06:08:32.868691,Warehouse A,3.7,111,6,172,21,22,33,1095,0,15169.81
213,279,6435,325,83,2025-02-21 06:08:32.793859,2025-01-13 06:08:32.868700,Warehouse B,2.32,69,22,93,1,40,76,4136,0,27009.79
214,212,9493,182,77,2025-01-07 06:08:32.793864,2025-02-09 06:08:32.868709,Distribution Hub,4.77,143,25,75,46,13,178,691,0,4890.89
215,417,7691,396,68,2024-12-22 06:08:32.793869,2025-01-07 06:08:32.868720,Store X,3.33,99,12,36,62,46,59,4597,0,32709.85
216,151,3763,480,95,2025-02-20 06:08:32.793874,2025-01-03 06:08:32.868729,Warehouse B,2.13,63,25,12,2,50,79,4474,0,19002.97
217,367,5005,402,93,2024-12-09 06:08:32.793879,2025-01-28 06:08:32.868738,Store X,3.74,112,12,57,75,25,67,4111,0,13045.66
218,394,4241,462,93,2024-12-02 06:08:32.793885,2025-02-15 06:08:32.868892,Distribution Hub,4.27,128,24,158,82,7,153,4119,0,37078.62
219,485,4057,416,15,2025-01-09 06:08:32.793890,2025-01-27 06:08:32.868902,Distribution Hub,4.1,122,13,124,44,26,79,968,0,30007.77
220,486,1550,201,82,2024-11-26 06:08:32.793896,2025-01-07 06:08:32.868911,Warehouse A,1.68,50,17,61,88,46,42,848,0,13132.8
221,212,6574,64,37,2024-12-01 06:08:32.793901,2025-01-14 06:08:32.868920,Store X,2.38,71,24,144,83,39,85,1264,0,5156.76
222,200,6411,443,86,2025-02-17 06:08:32.793906,2025-01-26 06:08:32.868929,Store Y,2.53,75,25,60,5,27,94,2977,0,38541.2
223,212,2587,395,40,2025-01-14 06:08:32.793911,2025-02-19 06:08:32.868938,Warehouse A,2.25,67,16,54,39,3,54,4265,0,37572.26
224,180,6920,42,48,2024-12-18 06:08:32.793916,2024-12-26 06:08:32.868947,Store X,1.9,57,11,55,66,58,31,3617,1,2697.84
225,286,6260,220,59,2024-12-03 06:08:32.793922,2025-01-16 06:08:32.868956,Store X,3.89,116,29,42,81,37,169,4268,0,3000.74
226,212,5409,16,87,2025-01-08 06:08:32.793927,2025-02-12 06:08:32.868963,Distribution Hub,0.56,16,25,45,45,10,21,559,1,617.82
227,101,6783,323,95,2024-12-09 06:08:32.793932,2025-01-10 06:08:32.868972,Distribution Hub,1.82,54,27,26,75,43,73,1037,0,5654.76
228,229,1712,284,46,2025-02-09 06:08:32.793937,2025-01-30 06:08:32.868979,Store X,1.14,34,17,143,13,23,29,4796,0,4700.05
229,319,6406,182,97,2025-01-21 06:08:32.793942,2025-01-26 06:08:32.868987,Distribution Hub,1.08,32,17,125,32,27,27,4414,0,18011.96
230,153,8990,390,81,2025-01-10 06:08:32.793948,2025-01-13 06:08:32.868996,Store X,1.75,52,8,158,43,40,21,4004,0,8798.97
231,442,8420,43,24,2025-02-14 06:08:32.793954,2025-02-05 06:08:32.869006,Store X,3.93,117,6,47,8,17,35,879,0,3229.34
232,323,7843,460,60,2024-12-10 06:08:32.793959,2025-01-05 06:08:32.869015,Warehouse A,4.86,145,6,171,74,48,43,356,0,36465.01
233,324,3433,388,79,2024-11-25 06:08:32.793964,2025-02-02 06:08:32.869023,Warehouse A,2.82,84,9,58,89,20,38,1328,0,20052.8
234,484,4301,187,32,2024-12-25 06:08:32.793970,2025-01-28 06:08:32.869035,Store Y,2.03,60,6,70,59,25,18,4181,0,1016.94
235,225,1270,389,34,2025-02-11 06:08:32.793976,2025-02-20 06:08:32.869045,Warehouse A,4.23,126,19,67,11,2,120,745,0,28837.56
236,229,2079,481,55,2025-01-25 06:08:32.793981,2024-12-26 06:08:32.869054,Warehouse B,0.8,24,6,85,28,58,7,2304,0,45909.77
237,152,6322,262,32,2025-01-14 06:08:32.793987,2025-02-10 06:08:32.869063,Warehouse B,0.92,27,6,21,39,12,8,4626,0,20468.85
238,271,9795,173,19,2025-01-27 06:08:32.793993,2025-01-16 06:08:32.869072,Distribution Hub,2.05,61,24,155,26,37,73,3151,0,9552.19
239,317,6257,440,82,2024-12-12 06:08:32.793998,2025-01-26 06:08:32.869081,Warehouse B,2.52,75,12,199,72,27,45,712,0,26758.76
240,259,8982,53,86,2025-01-27 06:08:32.794003,2025-02-09 06:08:32.869092,Warehouse A,4.09,122,27,15,26,13,165,4455,1,1062.7
241,297,7214,219,41,2025-01-21 06:08:32.794008,2024-12-26 06:08:32.869101,Store Y,4.66,139,9,104,32,58,62,1784,0,19475.83
242,346,6006,45,60,2025-01-07 06:08:32.794018,2025-02-22 06:08:32.869110,Store X,2.89,86,20,98,46,0,86,1661,1,2777.21
243,423,4985,393,50,2025-01-25 06:08:32.794025,2025-01-26 06:08:32.869119,Store Y,2.73,81,27,185,28,27,110,2095,0,11230.29
244,302,9791,259,74,2025-02-15 06:08:32.794034,2024-12-26 06:08:32.869128,Warehouse A,1.46,43,26,97,7,58,56,2665,0,3766.26
245,283,9705,194,74,2025-01-18 06:08:32.794043,2025-01-18 06:08:32.869138,Warehouse A,2.53,75,28,115,35,35,106,695,0,5902.91
246,222,6991,408,49,2024-12-18 06:08:32.794052,2024-12-31 06:08:32.869146,Warehouse A,4.66,139,18,20,66,53,125,385,0,31737.07
247,354,7227,470,27,2025-01-31 06:08:32.794060,2025-01-04 06:08:32.869155,Distribution Hub,2.27,68,12,170,22,49,40,206,0,44999.69
248,393,8833,346,45,2025-01-31 06:08:32.794069,2025-02-12 06:08:32.869203,Warehouse B,1.45,43,27,30,22,10,58,4940,0,9402.57
249,379,3886,461,40,2025-02-19 06:08:32.794255,2025-01-11 06:08:32.869213,Warehouse A,2.02,60,25,161,3,42,75,3179,0,15868.1
250,424,3653,60,63,2025-01-07 06:08:32.794276,2025-01-14 06:08:32.869223,Store X,2.82,84,26,64,46,39,109,1486,1,4891.28
251,471,5864,165,72,2025-01-03 06:08:32.794285,2025-02-19 06:08:32.869232,Warehouse B,3.19,95,15,186,50,3,71,1795,0,12245.67
252,197,3514,159,10,2025-02-14 06:08:32.794293,2025-01-20 06:08:32.869242,Warehouse B,2.45,73,15,125,8,33,55,1427,0,2661.07
253,297,4969,150,61,2025-02-18 06:08:32.794302,2025-02-22 06:08:32.869251,Distribution Hub,3.91,117,12,18,4,0,70,3692,0,13724.96
254,494,4284,110,66,2025-02-07 06:08:32.794312,2024-12-29 06:08:32.869260,Store Y,3.13,93,27,104,15,55,126,3215,0,2995.82
255,339,8740,487,18,2025-01-09 06:08:32.794321,2025-02-13 06:08:32.869270,Warehouse B,3.49,104,20,127,44,9,104,3111,0,37967.26
256,243,5566,36,95,2025-01-14 06:08:32.794330,2025-02-06 06:08:32.869280,Warehouse B,4.38,131,25,47,39,16,164,1382,1,2406.95
257,196,3196,2,99,2024-12-08 06:08:32.794335,2025-02-16 06:08:32.869290,Warehouse A,4.4,132,12,142,76,6,79,403,1,98.96
258,300,1789,482,83,2025-01-24 06:08:32.794342,2025-01-15 06:08:32.869301,Store X,1.42,42,24,110,29,38,51,3946,0,6412.18
259,223,4475,12,65,2024-12-11 06:08:32.794348,2025-02-10 06:08:32.869311,Warehouse A,3.31,99,26,178,73,12,129,3181,1,1077.53
260,286,2309,161,56,2024-12-22 06:08:32.794353,2025-02-01 06:08:32.869320,Store X,3.72,111,24,171,62,21,133,4451,0,8917.02
261,425,1864,343,12,2024-11-30 06:08:32.794359,2024-12-29 06:08:32.869330,Warehouse B,1.16,34,16,105,84,55,27,132,0,5404.59
262,448,6389,448,11,2025-01-19 06:08:32.794364,2024-12-27 06:08:32.869339,Store X,4.29,128,9,110,34,57,57,4515,0,22533.39
263,358,4363,331,63,2025-01-27 06:08:32.794370,2025-02-22 06:08:32.869348,Warehouse A,1.31,39,7,154,26,0,13,4707,0,4919.34
264,247,9215,263,46,2024-11-29 06:08:32.794379,2025-01-26 06:08:32.869356,Warehouse A,4.1,122,22,190,85,27,135,2740,0,10651.18
265,351,4003,82,65,2024-11-27 06:08:32.794389,2025-01-21 06:08:32.869365,Store Y,1.23,36,5,45,87,32,9,2766,0,1331.47
266,445,9502,264,40,2025-02-04 06:08:32.794398,2025-02-10 06:08:32.869375,Distribution Hub,3.84,115,23,45,18,12,132,511,0,7895.07
267,246,2231,411,21,2024-12-21 06:08:32.794407,2025-02-22 06:08:32.869385,Store Y,1.17,35,17,150,63,0,29,2213,0,33735.27
268,247,8959,333,67,2025-01-01 06:08:32.794416,2025-01-16 06:08:32.869393,Warehouse B,2.2,66,15,29,52,37,49,4043,0,9023.43
269,451,3711,379,76,2024-12-30 06:08:32.794425,2024-12-30 06:08:32.869402,Store X,1.15,34,5,60,54,54,8,4291,0,24865.18
270,298,7581,218,35,2024-11-26 06:08:32.794435,2024-12-27 06:08:32.869412,Warehouse A,1.72,51,26,25,88,57,67,1538,0,5860.16
271,407,8705,145,87,2025-01-11 06:08:32.794449,2025-01-29 06:08:32.869421,Warehouse A,4.93,147,22,15,42,24,162,4547,0,9212.72
272,227,1421,297,21,2024-12-30 06:08:32.794458,2025-01-12 06:08:32.869430,Warehouse A,0.98,29,23,147,54,41,33,878,0,22482.38
273,138,1946,296,99,2025-01-01 06:08:32.794463,2025-02-02 06:08:32.869440,Warehouse A,2.33,69,17,168,52,20,59,4730,0,4384.55
274,437,2834,453,25,2025-02-09 06:08:32.794469,2025-01-21 06:08:32.869449,Warehouse B,3.55,106,12,155,13,32,63,786,0,38748.42
275,459,2564,160,62,2025-01-21 06:08:32.794474,2024-12-28 06:08:32.869458,Distribution Hub,0.93,27,25,105,32,56,34,159,0,14687.7
276,228,8332,228,81,2024-12-01 06:08:32.794479,2025-01-17 06:08:32.869467,Store Y,0.99,29,22,178,83,36,32,4660,0,9205.34
277,366,5944,233,58,2024-12-03 06:08:32.794485,2024-12-31 06:08:32.869476,Store Y,1.14,34,6,115,81,53,10,1687,0,20589.43
278,250,2308,88,58,2024-12-18 06:08:32.794490,2024-12-28 06:08:32.869486,Warehouse A,3.4,102,23,56,66,56,117,916,0,1410.63
279,397,3986,332,16,2024-12-02 06:08:32.794495,2025-01-20 06:08:32.869495,Warehouse A,4.59,137,23,33,82,33,158,2615,0,15078.09
280,198,1386,309,24,2024-12-26 06:08:32.794501,2025-02-20 06:08:32.869504,Store X,4.22,126,28,119,58,2,177,1486,0,6274.62
281,362,7131,214,45,2025-01-14 06:08:32.794506,2025-01-24 06:08:32.869514,Warehouse A,4.92,147,9,102,39,29,66,265,0,20612.13
282,351,4258,419,81,2025-01-26 06:08:32.794511,2024-12-30 06:08:32.869523,Store Y,3.1,93,12,113,27,54,55,2193,0,32915.9
283,243,7121,96,83,2024-12-06 06:08:32.794517,2025-02-20 06:08:32.869532,Store X,4.83,144,24,177,78,2,173,552,0,6134.43
284,445,5811,212,24,2024-12-30 06:08:32.794522,2025-02-05 06:08:32.869541,Store X,1.87,56,29,54,54,17,81,1970,0,2493.04
285,211,7574,353,71,2024-12-05 06:08:32.794527,2025-01-31 06:08:32.869550,Warehouse A,2.4,72,7,92,79,22,25,1697,0,7324.85
286,159,7697,311,27,2024-12-12 06:08:32.794532,2025-02-15 06:08:32.869560,Store X,2.28,68,6,10,72,7,20,771,0,11911.44
287,468,4933,99,55,2024-12-11 06:08:32.794538,2025-02-14 06:08:32.869569,Distribution Hub,0.71,21,10,36,73,8,10,4293,0,2637.12
288,101,2439,144,70,2024-11-29 06:08:32.794544,2025-02-21 06:08:32.869578,Warehouse A,4.23,126,20,31,85,1,126,4221,0,4976.02
289,484,7169,9,52,2025-01-10 06:08:32.794549,2025-02-21 06:08:32.869587,Distribution Hub,0.61,18,19,37,43,1,17,3542,1,872.99
290,403,5480,470,53,2025-01-01 06:08:32.794560,2025-01-27 06:08:32.869597,Warehouse A,3.78,113,8,185,52,26,45,2546,0,38142.71
291,353,1055,43,75,2025-02-08 06:08:32.794569,2025-01-06 06:08:32.869606,Distribution Hub,2.33,69,6,44,14,47,20,940,1,500.92
292,239,4324,250,64,2025-02-14 06:08:32.794578,2025-01-15 06:08:32.869615,Warehouse A,0.53,15,18,12,8,38,14,4902,0,2581.83
293,136,7777,385,95,2025-01-18 06:08:32.794586,2025-01-18 06:08:32.869624,Store Y,1.8,54,10,175,35,35,27,2305,0,3601.44
294,259,1105,226,88,2025-02-04 06:08:32.794595,2025-02-18 06:08:32.869634,Warehouse A,2.06,61,24,53,18,4,74,4923,0,16577.56
295,108,4201,397,48,2024-12-29 06:08:32.794603,2025-02-22 06:08:32.869643,Store Y,4.84,145,24,142,55,0,174,279,0,21357.22
296,332,1669,248,14,2024-12-06 06:08:32.794612,2025-02-01 06:08:32.869652,Warehouse B,3.47,104,8,144,78,21,41,2163,0,4726.59
297,198,9934,494,66,2025-01-01 06:08:32.794620,2025-02-13 06:08:32.869661,Warehouse B,2.95,88,24,179,52,9,106,2793,0,46567.74
298,246,1966,492,24,2024-12-12 06:08:32.794625,2025-01-09 06:08:32.869671,Warehouse A,1.07,32,28,107,72,44,44,411,0,11845.75
299,403,1307,168,25,2025-01-04 06:08:32.794630,2025-01-30 06:08:32.869680,Store Y,2.26,67,5,120,49,23,16,2845,0,12361.13
300,307,3138,129,66,2025-02-14 06:08:32.794639,2024-12-26 06:08:32.869690,Store Y,0.66,19,29,66,8,58,28,4377,0,12881.59
301,230,1109,18,91,2025-01-16 06:08:32.794647,2025-02-08 06:08:32.869699,Store X,3.93,117,18,94,37,14,106,4945,1,1783.82
302,251,4632,335,34,2024-12-18 06:08:32.794657,2025-01-21 06:08:32.869708,Store X,1.23,36,7,166,66,32,12,4526,0,21385.42
303,153,7728,234,31,2024-12-03 06:08:32.794666,2025-01-04 06:08:32.869718,Distribution Hub,3.17,95,25,90,81,49,118,906,0,4573.45
304,219,6684,491,40,2024-12-07 06:08:32.794674,2025-01-31 06:08:32.869727,Store X,3.65,109,25,173,77,22,136,4105,0,48764.71
305,260,7499,344,43,2024-12-06 06:08:32.794683,2025-02-09 06:08:32.869737,Warehouse A,2.15,64,8,177,78,13,25,2445,0,25469.66
306,215,2915,0,96,2025-01-12 06:08:32.794688,2025-02-05 06:08:32.869746,Store X,3.35,100,24,30,41,17,120,3079,1,0.0
307,174,1556,129,25,2024-12-11 06:08:32.794694,2025-01-29 06:08:32.869756,Store X,3.94,118,27,107,73,24,159,2937,0,12671.43
308,212,8619,495,79,2025-01-26 06:08:32.794699,2025-02-01 06:08:32.869766,Warehouse A,1.33,39,18,190,27,21,35,2959,0,12030.57
309,203,1104,26,68,2025-02-02 06:08:32.794704,2025-01-10 06:08:32.869775,Warehouse A,3.2,96,24,153,20,43,115,577,1,925.82
310,439,3047,1,24,2025-01-15 06:08:32.794711,2025-01-10 06:08:32.869787,Distribution Hub,3.8,114,23,183,38,43,131,2280,1,28.36
311,353,1145,249,91,2025-02-10 06:08:32.794716,2025-01-17 06:08:32.869797,Store Y,2.11,63,13,146,12,36,41,1457,0,24686.02
312,326,1873,221,22,2025-01-11 06:08:32.794722,2025-02-16 06:08:32.869806,Store X,1.23,36,18,12,42,6,33,3886,0,14845.47
313,211,1298,434,33,2024-11-28 06:08:32.794727,2025-01-28 06:08:32.869816,Warehouse B,1.79,53,8,32,86,25,21,4127,0,14975.01
314,198,4238,137,22,2025-01-03 06:08:32.794732,2025-01-30 06:08:32.869825,Store Y,4.7,141,8,150,50,23,56,1446,0,5505.0
315,252,9837,274,74,2025-01-22 06:08:32.794737,2025-02-10 06:08:32.869834,Warehouse A,2.11,63,16,47,31,12,50,3568,0,13189.45
316,448,7382,489,45,2024-12-07 06:08:32.794742,2025-01-13 06:08:32.869844,Store X,0.98,29,12,171,77,40,17,1769,0,22820.88
317,483,3511,463,58,2024-12-19 06:08:32.794747,2025-02-17 06:08:32.869853,Distribution Hub,0.87,26,20,163,65,5,26,3549,0,9949.24
318,465,7596,140,91,2024-12-31 06:08:32.794753,2025-02-02 06:08:32.869863,Warehouse B,1.31,39,15,169,53,20,29,575,0,12091.27
319,437,1783,431,57,2025-01-13 06:08:32.794758,2025-02-16 06:08:32.869872,Store Y,1.07,32,11,29,40,6,17,2938,0,33780.56
320,293,5992,255,52,2024-12-11 06:08:32.794763,2025-02-05 06:08:32.869881,Store X,2.73,81,24,55,73,17,98,1993,0,23407.58
321,409,1370,369,15,2025-01-14 06:08:32.794769,2025-02-08 06:08:32.869890,Warehouse A,2.06,61,18,111,39,14,55,1705,0,20267.04
322,262,1486,311,90,2025-02-12 06:08:32.794778,2025-02-15 06:08:32.869900,Store Y,4.29,128,28,64,10,7,180,4345,0,21408.58
323,307,8378,455,77,2025-01-24 06:08:32.794788,2024-12-25 06:08:32.869909,Warehouse B,4.46,133,14,146,29,59,93,3216,0,34865.76
324,268,4196,439,23,2025-01-13 06:08:32.794794,2025-01-02 06:08:32.869918,Warehouse A,2.63,78,6,60,40,51,23,2205,0,26980.04
325,260,5287,433,39,2025-01-23 06:08:32.794800,2025-02-07 06:08:32.869928,Warehouse B,4.5,135,17,66,30,15,114,4500,0,31129.72
326,167,3261,94,93,2025-02-20 06:08:32.794805,2025-01-05 06:08:32.869937,Store X,2.53,75,13,89,2,48,49,4741,0,5239.02
327,388,9572,172,17,2024-12-02 06:08:32.794810,2025-02-20 06:08:32.869947,Store Y,3.39,101,22,182,82,2,111,2633,0,7386.9
328,497,1238,472,63,2025-01-25 06:08:32.794816,2025-01-09 06:08:32.869956,Distribution Hub,1.23,36,14,175,28,44,25,3401,0,46432.59
329,376,7843,442,75,2025-01-06 06:08:32.794821,2025-02-14 06:08:32.869965,Store X,0.74,22,18,77,47,8,19,612,0,22261.86
330,403,2105,422,13,2025-01-21 06:08:32.794826,2025-01-02 06:08:32.869975,Store X,1.22,36,7,149,32,51,12,3523,0,35701.75
331,483,2386,404,83,2024-11-26 06:08:32.794831,2025-01-07 06:08:32.869984,Distribution Hub,1.63,48,26,126,88,46,63,2169,0,24972.51
332,491,2667,438,93,2024-12-06 06:08:32.794838,2025-01-28 06:08:32.869993,Distribution Hub,3.88,116,11,147,78,25,64,294,0,13522.71
333,234,3691,56,69,2024-11-25 06:08:32.794847,2025-01-28 06:08:32.870003,Warehouse A,1.28,38,29,74,89,25,55,4391,1,880.64
334,294,8756,497,62,2024-11-25 06:08:32.794855,2025-01-24 06:08:32.870012,Warehouse B,1.09,32,28,21,89,29,45,4834,0,45689.1
335,227,2996,101,83,2025-01-21 06:08:32.794861,2025-01-27 06:08:32.870022,Store X,4.67,140,15,189,32,26,105,3553,0,3741.31
336,132,2425,168,24,2025-01-26 06:08:32.794866,2025-02-07 06:08:32.870031,Warehouse A,3.6,108,10,60,27,15,54,4928,0,5553.56
337,275,9023,476,10,2024-12-30 06:08:32.794871,2025-01-06 06:08:32.870040,Warehouse A,2.63,78,19,73,54,47,74,4636,0,36169.05
338,470,7849,69,31,2024-12-28 06:08:32.794876,2025-01-03 06:08:32.870049,Store X,0.93,27,19,194,56,50,26,1573,0,4579.41
339,474,4247,337,24,2025-01-22 06:08:32.794883,2025-02-19 06:08:32.870059,Warehouse B,4.33,129,12,102,31,3,77,3537,0,22836.88
340,121,3592,48,83,2025-01-29 06:08:32.794888,2025-01-03 06:08:32.870068,Distribution Hub,0.99,29,25,28,24,50,37,3423,1,840.69
341,337,2490,427,93,2025-01-18 06:08:32.794893,2025-02-04 06:08:32.870076,Store X,3.25,97,17,167,35,18,82,858,0,12199.39
342,257,2224,418,31,2025-01-23 06:08:32.794898,2025-01-20 06:08:32.870084,Warehouse B,3.5,105,16,91,30,33,84,661,0,21779.6
343,137,3587,346,59,2024-12-29 06:08:32.794903,2025-02-17 06:08:32.870093,Distribution Hub,2.3,69,16,33,55,5,55,635,0,30287.04
344,329,8714,4,57,2024-12-20 06:08:32.794909,2025-01-09 06:08:32.870101,Store Y,4.6,138,13,35,64,44,89,4261,1,181.65
345,464,4064,454,82,2025-01-20 06:08:32.794914,2025-02-08 06:08:32.870110,Store X,0.73,21,24,45,33,14,26,1519,0,8386.19
346,150,8804,201,60,2025-01-07 06:08:32.794919,2025-02-13 06:08:32.870139,Store X,4.18,125,21,116,46,9,131,3560,0,8649.02
347,363,1832,201,26,2025-01-20 06:08:32.794924,2024-12-31 06:08:32.870149,Warehouse B,2.99,89,19,65,33,53,85,2738,0,6573.07
348,382,3440,178,92,2024-12-16 06:08:32.794930,2025-01-12 06:08:32.870159,Warehouse A,3.25,97,17,67,68,41,82,4717,0,17708.54
349,126,5795,56,60,2024-12-20 06:08:32.794935,2025-01-18 06:08:32.870167,Warehouse A,4.94,148,18,41,64,35,133,2681,1,2279.61
350,325,2646,185,46,2025-01-23 06:08:32.794940,2025-01-08 06:08:32.870176,Warehouse B,3.12,93,12,11,30,45,56,4948,0,11743.89
351,376,1440,91,58,2024-12-05 06:08:32.794945,2025-01-14 06:08:32.870185,Store X,4.09,122,25,91,79,39,153,2512,0,5423.58
352,385,6956,291,68,2025-01-24 06:08:32.794950,2025-02-17 06:08:32.870194,Store X,1.19,35,17,186,29,5,30,4281,0,6156.99
353,196,3367,393,19,2024-12-22 06:08:32.794955,2025-01-10 06:08:32.870203,Store X,4.14,124,29,183,62,43,180,677,0,6823.45
354,383,7696,433,39,2025-01-23 06:08:32.794962,2025-01-14 06:08:32.870215,Store Y,3.92,117,7,92,30,39,41,2489,0,2891.84
355,466,6190,482,94,2025-02-10 06:08:32.794967,2025-02-17 06:08:32.870224,Warehouse A,4.86,145,29,131,12,5,211,2332,0,8702.06
356,416,5663,226,30,2024-12-17 06:08:32.794972,2025-02-08 06:08:32.870233,Store Y,4.71,141,12,64,67,14,84,3259,0,16731.73
357,403,8062,420,43,2025-02-07 06:08:32.794977,2025-01-25 06:08:32.870242,Store X,1.46,43,10,21,15,28,21,893,0,27342.74
358,246,5331,111,82,2025-02-12 06:08:32.794985,2025-01-29 06:08:32.870257,Warehouse A,2.59,77,15,172,10,24,58,4729,0,3550.2
359,103,4034,147,59,2024-11-28 06:08:32.794991,2025-02-04 06:08:32.870266,Store X,4.6,138,14,126,86,18,96,2088,0,3740.53
360,134,4262,268,85,2024-12-23 06:08:32.794996,2025-02-09 06:08:32.870275,Store X,3.38,101,12,83,61,13,60,4397,0,2139.84
361,291,3107,202,56,2025-01-30 06:08:32.795001,2025-02-20 06:08:32.870284,Warehouse B,2.59,77,12,159,23,2,46,3162,0,6442.69
362,148,8036,377,94,2025-02-11 06:08:32.795007,2025-01-04 06:08:32.870293,Warehouse A,0.99,29,27,19,11,49,40,1697,0,13930.62
363,116,5320,364,93,2025-02-06 06:08:32.795016,2025-01-12 06:08:32.870302,Store X,2.08,62,11,59,16,41,34,3958,0,31735.11
364,271,6938,402,15,2025-01-04 06:08:32.795025,2025-01-08 06:08:32.870311,Distribution Hub,3.49,104,23,172,49,45,120,1804,0,2531.18
